name,category,rating,review,link,add,hour,tel
사발,국수,3.5,571,https://place.map.kakao.com/11834457,서울 종로구 사직로8길 34 경희궁의아침 3단지 1층 142호,영업시간 월~금 11:30 ~ 21:00,02-720-4845
갓덴스시 종로점,"초밥,롤",3.5,130,https://place.map.kakao.com/15204021,서울 종로구 종로12길 14,매일 11:00 ~ 21:30,02-730-1477
창고43 무교점,"육류,고기",2.4,41,https://place.map.kakao.com/901404875,서울 중구 무교로 21 더익스체인지서울 2층,매일 11:30 ~ 22:00 · 브레이크타임 매일 14:00 ~ 17:30,02-3789-0043
이나니와요스케 서울시청점,"돈까스,우동",3.0,115,https://place.map.kakao.com/220828644,서울 중구 을지로 6 재능빌딩 1층,월~토 11:00 ~ 23:00 · 브레이크타임 월~토 14:00 ~ 17:00,02-772-9994
엄용백돼지국밥 종각점,국밥,3.7,223,https://place.map.kakao.com/416934208,서울 종로구 인사동3길 20,월~토 11:30 ~ 22:00,02-722-8092
도마 인사점,한식,4.0,77,https://place.map.kakao.com/1367229148,서울 종로구 인사동8길 6-1,매일 11:00 ~ 21:40 · 브레이크타임 매일 15:00 ~ 17:00,02-733-9376
덕수궁 리에제와플,카페,3.4,523,https://place.map.kakao.com/243733683,서울 중구 덕수궁길 5 1층,월~금 08:00 ~ 21:30,02-318-5202
로코랩,카페,4.4,81,https://place.map.kakao.com/971978748,서울 종로구 율곡로4길 51,월~금 08:30 ~ 21:30,02-3210-3258
한일관 광화문점,한정식,3.0,14,https://place.map.kakao.com/20333726,서울 종로구 종로1길 50 더케이트윈타워 A동 지하1층,매일 11:30 ~ 21:30,02-722-7557
참치공방 종각점,참치회,2.9,83,https://place.map.kakao.com/10311622,서울 종로구 종로9길 8 1층,매일 11:30 ~ 24:00,02-732-8014
공평동꼼장어 본점,장어,3.4,136,https://place.map.kakao.com/15751933,서울 종로구 우정국로 29,월~토 16:00 ~ 01:00,02-738-1769
광화문몽로,이탈리안,2.9,81,https://place.map.kakao.com/1488776818,서울 중구 세종대로21길 40,월~금 11:30 ~ 01:00 · 브레이크타임 월~금 14:30 ~ 17:30,02-722-8767
스시소라 광화문점,일식,3.5,181,https://place.map.kakao.com/1315083198,서울 종로구 종로 19 B동 지하1층,월~금 11:30 ~ 21:50 · 브레이크타임 월~금 14:20 ~ 18:00,02-733-8400
뽐모도로,이탈리안,3.4,97,https://place.map.kakao.com/18306071,서울 종로구 새문안로9길 19-1 일선빌딩 1층,영업시간 월~토 11:20 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-722-4675
오목집 광화문점,"족발,보쌈",3.6,107,https://place.map.kakao.com/1693365113,"서울 종로구 삼봉로 98 1,2층",월~금 11:00 ~ 23:00,02-733-2019
사발,국수,3.5,571,https://place.map.kakao.com/11834457,서울 종로구 사직로8길 34 경희궁의아침 3단지 1층 142호,영업시간 월~금 11:30 ~ 21:00,02-720-4845
갓덴스시 종로점,"초밥,롤",3.5,130,https://place.map.kakao.com/15204021,서울 종로구 종로12길 14,매일 11:00 ~ 21:30,02-730-1477
창고43 무교점,"육류,고기",2.4,41,https://place.map.kakao.com/901404875,서울 중구 무교로 21 더익스체인지서울 2층,매일 11:30 ~ 22:00 · 브레이크타임 매일 14:00 ~ 17:30,02-3789-0043
이나니와요스케 서울시청점,"돈까스,우동",3.0,115,https://place.map.kakao.com/220828644,서울 중구 을지로 6 재능빌딩 1층,월~토 11:00 ~ 23:00 · 브레이크타임 월~토 14:00 ~ 17:00,02-772-9994
엄용백돼지국밥 종각점,국밥,3.7,223,https://place.map.kakao.com/416934208,서울 종로구 인사동3길 20,월~토 11:30 ~ 22:00,02-722-8092
도마 인사점,한식,4.0,77,https://place.map.kakao.com/1367229148,서울 종로구 인사동8길 6-1,매일 11:00 ~ 21:40 · 브레이크타임 매일 15:00 ~ 17:00,02-733-9376
덕수궁 리에제와플,카페,3.4,523,https://place.map.kakao.com/243733683,서울 중구 덕수궁길 5 1층,월~금 08:00 ~ 21:30,02-318-5202
로코랩,카페,4.4,81,https://place.map.kakao.com/971978748,서울 종로구 율곡로4길 51,월~금 08:30 ~ 21:30,02-3210-3258
한일관 광화문점,한정식,3.0,14,https://place.map.kakao.com/20333726,서울 종로구 종로1길 50 더케이트윈타워 A동 지하1층,매일 11:30 ~ 21:30,02-722-7557
힐사이드테이블,양식,3.4,326,https://place.map.kakao.com/1520090279,서울 종로구 경희궁2길 7 1층,매일 11:30 ~ 21:20 · 브레이크타임 매일 15:30 ~ 17:00,02-720-5757
고디바 광화문점,초콜릿,3.3,43,https://place.map.kakao.com/22320716,서울 종로구 세종대로 159 세광빌딩 1층,매일 11:00 ~ 22:00,02-736-7717
영덕회식당,회,3.6,27,https://place.map.kakao.com/12447947,서울 중구 무교로 32 효령빌딩 지하1층,월~금 11:30 ~ 22:00,02-757-0066
서촌계단집,"해물,생선",3.1,347,https://place.map.kakao.com/19156993,서울 종로구 자하문로1길 15 1층,,02-737-8412
나무사이로,커피전문점,3.8,122,https://place.map.kakao.com/11016313,서울 종로구 사직로8길 21,영업시간 매일 09:00 ~ 21:00,070-7590-0885
롯데호텔서울 라세느,뷔페,4.0,328,https://place.map.kakao.com/27348727,서울 중구 을지로 30 롯데호텔서울 본관 1층,매일 11:30 ~ 22:00,02-317-7171
광화문집,"찌개,전골",2.8,46,https://place.map.kakao.com/26558016,서울 종로구 새문안로5길 12,매일 09:00 ~ 22:00,02-739-7739
양반댁,한정식,1.9,139,https://place.map.kakao.com/7997827,서울 종로구 인사동길 19-18,,02-733-5507
온센 SFC광화문점,"돈까스,우동",3.0,202,https://place.map.kakao.com/1596142620,서울 중구 세종대로 136,영업시간 매일 11:30 ~ 20:30 · 브레이크타임 매일 15:00 ~ 17:30,02-318-1815
결,카페,4.2,113,https://place.map.kakao.com/517442171,서울 종로구 우정국로 26 센트로폴리스 1층,영업시간 월~금 07:30 ~ 20:30,02-6370-5840
바캉스커피,카페,3.4,300,https://place.map.kakao.com/557230756,서울 중구 남대문로9길 12 9층,화~토 12:00 ~ 21:30,070-8803-2326
아지오,양식,3.3,152,https://place.map.kakao.com/12447534,서울 종로구 인사동11길 23,월~토 11:30 ~ 22:00 · 브레이크타임 매일 15:30 ~ 17:00,02-722-0211
설가온,한정식,2.3,113,https://place.map.kakao.com/13314584,서울 종로구 세종대로 175 세종문화회관 지하1층,매일 11:30 ~ 23:00,02-733-3276
우육면관 청계천점,중식,4.5,157,https://place.map.kakao.com/2143988257,서울 종로구 청계천로 75-2,영업시간 매일 11:00 ~ 20:00 · 브레이크타임 매일 14:30 ~ 17:30,070-4213-5678
쉐이크쉑 종각점,패스트푸드,3.4,251,https://place.map.kakao.com/2038128499,서울 종로구 종로 33 그랑서울 1층,매일 10:30 ~ 22:00,02-2158-7575
힐사이드테이블,양식,3.4,326,https://place.map.kakao.com/1520090279,서울 종로구 경희궁2길 7 1층,매일 11:30 ~ 21:20 · 브레이크타임 매일 15:30 ~ 17:00,02-720-5757
고디바 광화문점,초콜릿,3.3,43,https://place.map.kakao.com/22320716,서울 종로구 세종대로 159 세광빌딩 1층,매일 11:00 ~ 22:00,02-736-7717
영덕회식당,회,3.6,27,https://place.map.kakao.com/12447947,서울 중구 무교로 32 효령빌딩 지하1층,월~금 11:30 ~ 22:00,02-757-0066
서촌계단집,"해물,생선",3.1,347,https://place.map.kakao.com/19156993,서울 종로구 자하문로1길 15 1층,,02-737-8412
나무사이로,커피전문점,3.8,122,https://place.map.kakao.com/11016313,서울 종로구 사직로8길 21,영업시간 매일 09:00 ~ 21:00,070-7590-0885
롯데호텔서울 라세느,뷔페,4.0,328,https://place.map.kakao.com/27348727,서울 중구 을지로 30 롯데호텔서울 본관 1층,매일 11:30 ~ 22:00,02-317-7171
광화문집,"찌개,전골",2.8,46,https://place.map.kakao.com/26558016,서울 종로구 새문안로5길 12,매일 09:00 ~ 22:00,02-739-7739
양반댁,한정식,1.9,139,https://place.map.kakao.com/7997827,서울 종로구 인사동길 19-18,,02-733-5507
온센 SFC광화문점,"돈까스,우동",3.0,202,https://place.map.kakao.com/1596142620,서울 중구 세종대로 136,영업시간 매일 11:30 ~ 20:30 · 브레이크타임 매일 15:00 ~ 17:30,02-318-1815
결,카페,4.2,113,https://place.map.kakao.com/517442171,서울 종로구 우정국로 26 센트로폴리스 1층,영업시간 월~금 07:30 ~ 20:30,02-6370-5840
바캉스커피,카페,3.4,300,https://place.map.kakao.com/557230756,서울 중구 남대문로9길 12 9층,화~토 12:00 ~ 21:30,070-8803-2326
아지오,양식,3.3,152,https://place.map.kakao.com/12447534,서울 종로구 인사동11길 23,월~토 11:30 ~ 22:00 · 브레이크타임 매일 15:30 ~ 17:00,02-722-0211
설가온,한정식,2.3,113,https://place.map.kakao.com/13314584,서울 종로구 세종대로 175 세종문화회관 지하1층,매일 11:30 ~ 23:00,02-733-3276
우육면관 청계천점,중식,4.5,157,https://place.map.kakao.com/2143988257,서울 종로구 청계천로 75-2,영업시간 매일 11:00 ~ 20:00 · 브레이크타임 매일 14:30 ~ 17:30,070-4213-5678
쉐이크쉑 종각점,패스트푸드,3.4,251,https://place.map.kakao.com/2038128499,서울 종로구 종로 33 그랑서울 1층,매일 10:30 ~ 22:00,02-2158-7575
힐사이드테이블,양식,3.4,326,https://place.map.kakao.com/1520090279,서울 종로구 경희궁2길 7 1층,매일 11:30 ~ 21:20 · 브레이크타임 매일 15:30 ~ 17:00,02-720-5757
고디바 광화문점,초콜릿,3.3,43,https://place.map.kakao.com/22320716,서울 종로구 세종대로 159 세광빌딩 1층,매일 11:00 ~ 22:00,02-736-7717
영덕회식당,회,3.6,27,https://place.map.kakao.com/12447947,서울 중구 무교로 32 효령빌딩 지하1층,월~금 11:30 ~ 22:00,02-757-0066
서촌계단집,"해물,생선",3.1,347,https://place.map.kakao.com/19156993,서울 종로구 자하문로1길 15 1층,,02-737-8412
나무사이로,커피전문점,3.8,122,https://place.map.kakao.com/11016313,서울 종로구 사직로8길 21,영업시간 매일 09:00 ~ 21:00,070-7590-0885
롯데호텔서울 라세느,뷔페,4.0,328,https://place.map.kakao.com/27348727,서울 중구 을지로 30 롯데호텔서울 본관 1층,매일 11:30 ~ 22:00,02-317-7171
광화문집,"찌개,전골",2.8,46,https://place.map.kakao.com/26558016,서울 종로구 새문안로5길 12,매일 09:00 ~ 22:00,02-739-7739
양반댁,한정식,1.9,139,https://place.map.kakao.com/7997827,서울 종로구 인사동길 19-18,,02-733-5507
온센 SFC광화문점,"돈까스,우동",3.0,202,https://place.map.kakao.com/1596142620,서울 중구 세종대로 136,영업시간 매일 11:30 ~ 20:30 · 브레이크타임 매일 15:00 ~ 17:30,02-318-1815
결,카페,4.2,113,https://place.map.kakao.com/517442171,서울 종로구 우정국로 26 센트로폴리스 1층,영업시간 월~금 07:30 ~ 20:30,02-6370-5840
바캉스커피,카페,3.4,300,https://place.map.kakao.com/557230756,서울 중구 남대문로9길 12 9층,화~토 12:00 ~ 21:30,070-8803-2326
아지오,양식,3.3,152,https://place.map.kakao.com/12447534,서울 종로구 인사동11길 23,월~토 11:30 ~ 22:00 · 브레이크타임 매일 15:30 ~ 17:00,02-722-0211
설가온,한정식,2.3,113,https://place.map.kakao.com/13314584,서울 종로구 세종대로 175 세종문화회관 지하1층,매일 11:30 ~ 23:00,02-733-3276
우육면관 청계천점,중식,4.5,157,https://place.map.kakao.com/2143988257,서울 종로구 청계천로 75-2,영업시간 매일 11:00 ~ 20:00 · 브레이크타임 매일 14:30 ~ 17:30,070-4213-5678
쉐이크쉑 종각점,패스트푸드,3.4,251,https://place.map.kakao.com/2038128499,서울 종로구 종로 33 그랑서울 1층,매일 10:30 ~ 22:00,02-2158-7575
크리스탈제이드 광화문상하이팰리스점,중화요리,4.3,51,https://place.map.kakao.com/1596298980,서울 종로구 율곡로2길 7 서머셋팰리스 1층 103호,,02-720-0133
신성,일식집,3.9,8,https://place.map.kakao.com/16413731,서울 종로구 무교로 42,,02-733-6671
정원레스토랑 어반가든,"스테이크,립",3.5,278,https://place.map.kakao.com/15982071,서울 중구 정동길 12-15 1층,,02-777-2254
붓처스컷 광화문점,"스테이크,립",3.4,105,https://place.map.kakao.com/18274189,서울 중구 세종대로 136 서울파이낸스센터 지하2층,,02-318-0973
우드앤브릭 광화문점,"제과,베이커리",3.1,28,https://place.map.kakao.com/13580975,서울 종로구 새문안로5길 5-1,,02-735-1151
샤오바오우육면,중화요리,3.9,302,https://place.map.kakao.com/2053098478,서울 종로구 삼일대로17길 15 1층,,02-723-7788
평양고깃집,"육류,고기",4.6,120,https://place.map.kakao.com/971121714,서울 종로구 인사동5길 14 2층,,070-4419-4999
북한산제빵소 광화문점,"제과,베이커리",3.5,174,https://place.map.kakao.com/1143017589,서울 종로구 경희궁2길 10,,
스타벅스 광화문R점,커피전문점,3.2,39,https://place.map.kakao.com/7961649,서울 종로구 세종대로 167 현대해상본사사옥 별관내,,1522-3232
도토리브라더스,일식,3.4,424,https://place.map.kakao.com/201791029,서울 종로구 경희궁길 41 1층,,02-737-2224
신도세기 종로점,"육류,고기",3.0,200,https://place.map.kakao.com/811272424,서울 종로구 삼일대로17길 51 스타골드빌딩 1층,,02-739-8114
블루보틀 광화문카페,카페,3.9,191,https://place.map.kakao.com/146946502,서울 종로구 청계천로 11 청계한국빌딩 1층,,02-6212-6998
초류향,중화요리,3.5,84,https://place.map.kakao.com/8577709,서울 중구 다동길 24-10,,02-775-2668
금용문,중화요리,3.5,109,https://place.map.kakao.com/499765400,서울 종로구 새문안로5가길 7 세종클럽 2층,,02-732-0888
미도인 종로점,양식,4.3,177,https://place.map.kakao.com/1948528961,서울 종로구 종로 51 지하 2층,,02-720-5097
한육감 D타워점,한식,3.0,53,https://place.map.kakao.com/498307450,서울 종로구 종로3길 17 5층,,02-2251-8686
크리스탈제이드 소공점,중화요리,3.5,92,https://place.map.kakao.com/15300740,서울 중구 남대문로7길 16 한컴빌딩 지하1층,,02-3789-8088
몽중헌 페럼타워점,중화요리,3.9,72,https://place.map.kakao.com/17801741,서울 중구 을지로5길 19 페럼타워 지하2층,,02-6353-8585
유림면,국수,3.3,157,https://place.map.kakao.com/10679979,서울 중구 서소문로 139-1,,02-755-0659
옴 광화문점,인도음식,4.6,21,https://place.map.kakao.com/21407823,서울 종로구 새문안로 103 선광빌딩 지하 1층,,02-723-4848
능라도 광화문점,냉면,2.7,41,https://place.map.kakao.com/502145879,서울 종로구 새문안로3길 15 동원빌딩 3층,,02-730-3989
뉴오리진 광화문점,카페,4.2,64,https://place.map.kakao.com/1137720981,서울 종로구 새문안로 96,,02-6367-6527
주유별장,"호프,요리주점",2.4,42,https://place.map.kakao.com/27437215,서울 종로구 종로3길 17 D타워 4층,,02-2251-8484
반포식스 광화문점,동남아음식,2.8,43,https://place.map.kakao.com/1837172529,"서울 종로구 새문안로9길 9 2, 3층",,02-725-6661
오뗄두스,"제과,베이커리",3.2,65,https://place.map.kakao.com/19239022,서울 중구 세종대로 136 파이낸스 빌딩 지하2층,,070-4221-5705
황생가칼국수,국수,3.6,248,https://place.map.kakao.com/7904353,서울 종로구 북촌로5길 78,,02-739-6334
내자상회,카페,3.9,269,https://place.map.kakao.com/212413668,서울 종로구 사직로10길 3 1층,,070-7755-0142
산채향,한식,3.5,14,https://place.map.kakao.com/21233273,서울 중구 청계천로 8 프리미어 플레이스 빌딩 지하 1층,,02-778-2959
개성만두 궁,한식,3.1,108,https://place.map.kakao.com/8199745,서울 종로구 인사동10길 11-3,,02-733-9240
스타벅스 더종로R점,커피전문점,4.2,160,https://place.map.kakao.com/1784996243,서울 종로구 종로 51,,1522-3232
애슐리퀸즈 종각역점,패밀리레스토랑,2.8,225,https://place.map.kakao.com/18649456,서울 종로구 종로 51 종로타워 지하1층,,02-720-1031
한옥찻집,전통찻집,4.5,92,https://place.map.kakao.com/1154343797,서울 종로구 인사동12길 9,,02-737-0538
커피스트,커피전문점,4.2,73,https://place.map.kakao.com/8105618,서울 종로구 경희궁길 39 1층,,02-725-5557
서울웨스틴조선호텔 아리아,뷔페,3.9,257,https://place.map.kakao.com/21306149,서울 중구 소공로 106,,02-317-0357
어니언 안국점,카페,3.2,"1,244",https://place.map.kakao.com/853028118,서울 종로구 계동길 5,,070-7543-2123
커피기업 광화문점,카페,4.7,31,https://place.map.kakao.com/156353882,서울 종로구 삼봉로 71 신라스테이 1층 102호,,02-6281-3977
조금,일식집,3.0,74,https://place.map.kakao.com/8063935,서울 종로구 인사동길 60,,02-725-8400
미치루,"초밥,롤",3.7,54,https://place.map.kakao.com/1753032256,서울 종로구 종로1길 42 이마빌딩 지하1층,,02-761-4090
하동관 명동본점,곰탕,2.8,165,https://place.map.kakao.com/1822111964,서울 중구 명동9길 12,,02-776-5656
미친닭 종각본점,치킨,3.7,62,https://place.map.kakao.com/26884480,서울 종로구 우정국로2길 16 1층,,02-722-9992
스타벅스 광화문D타워점,커피전문점,3.1,20,https://place.map.kakao.com/27030449,서울 종로구 종로3길 17 1층,,1522-3232
모던샤브하우스 광화문D타워점,샤브샤브,4.7,26,https://place.map.kakao.com/804923494,서울 종로구 종로3길 17 D타워 리플레이스 광화문 5층,,02-2251-8501
이태리재,이탈리안,3.5,161,https://place.map.kakao.com/792642248,서울 종로구 율곡로1길 74-9 1층,,070-4233-6262
올모스트홈카페 아트선재센터점,카페,3.1,346,https://place.map.kakao.com/1304461769,서울 종로구 소격동 144-2,,02-734-2626
뚝심한우 광화문점,"육류,고기",3.0,11,https://place.map.kakao.com/27105687,서울 종로구 종로5길 7 타워8 지하 1층,,02-6226-8088
온더보더 광화문D타워점,"멕시칸,브라질",3.5,176,https://place.map.kakao.com/26857706,서울 종로구 종로3길 17 D타워 2층 4호,,02-2251-8282
삼백집 종각점,국밥,3.0,23,https://place.map.kakao.com/2028882599,서울 종로구 삼봉로 80-18,,02-738-3001
라운드앤드,"제과,베이커리",3.8,278,https://place.map.kakao.com/1651034737,서울 중구 정동길 35 1층,,
인사동수제비,수제비,4.2,82,https://place.map.kakao.com/11162975,서울 종로구 인사동8길 14-1,,02-735-3361
종로분식,분식,2.8,75,https://place.map.kakao.com/24878340,서울 종로구 종로 30 1층,,
반쿤콴 종각점,태국음식,4.4,80,https://place.map.kakao.com/208592301,서울 종로구 종로10길 20 3층,,02-725-1688
대찬횟집,회,3.7,41,https://place.map.kakao.com/27491757,서울 종로구 우정국로2길 10 지하 1층,,02-738-8588
페이퍼마쉐,카페,2.8,133,https://place.map.kakao.com/236480957,서울 종로구 무교로 40,,
깡통만두,분식,3.9,373,https://place.map.kakao.com/19158798,서울 종로구 북촌로2길 5-6,,02-794-4243
매드포갈릭 광화문D타워점,패밀리레스토랑,3.1,117,https://place.map.kakao.com/1851079532,서울 종로구 종로3길 17 3층,,02-2251-8320
택이네조개전골 무교동점,조개,4.5,60,https://place.map.kakao.com/1307820234,서울 중구 다동길 24-4 1층,,02-3789-7150
우드앤브릭 타워8점,"제과,베이커리",2.2,17,https://place.map.kakao.com/27510454,"서울 종로구 종로5길 7 타워8 1층 118~119,128호",,02-6226-8211
마라공방,중식,2.2,100,https://place.map.kakao.com/1974768669,"서울 종로구 종로 19 르메이에르종로타운1 1층 111-2,112-1호",,02-2075-7366
두가헌,이탈리안,3.5,6,https://place.map.kakao.com/16991898,서울 종로구 삼청로 14,,02-3210-2100
칸다소바 경복궁점,일본식라면,3.9,281,https://place.map.kakao.com/92217418,서울 종로구 자하문로7길 5 1층,,02-6405-1662
