name,category,rating,review,link,add,hour,tel
영동교집,삼겹살,2.7,212,https://place.map.kakao.com/1094589405,서울 광진구 아차산로33길 16-2,,02-461-1818
우마이도 건대점,일본식라면,3.8,92,https://place.map.kakao.com/8029124,서울 광진구 능동로 135-2,,02-467-8788
로얄인디안레스토랑 건대점,인도음식,4.4,64,https://place.map.kakao.com/12421856,서울 광진구 동일로22길 42 2층,,02-466-8809
릴리베이커리,"제과,베이커리",4.0,118,https://place.map.kakao.com/39192828,서울 광진구 능동로13길 21 1층,,02-469-0888
W1,"호프,요리주점",2.8,235,https://place.map.kakao.com/21326892,서울 광진구 동일로22길 117-11,,
소신이쏘 건대점,갈비,4.3,201,https://place.map.kakao.com/998344744,서울 광진구 아차산로31길 9-1 2층,,02-461-4616
도도곱창,"곱창,막창",4.1,60,https://place.map.kakao.com/969352141,서울 광진구 아차산로34길 18,,02-2298-7789
호파스타,이탈리안,4.0,136,https://place.map.kakao.com/1137599191,서울 광진구 군자로3길 23,,02-499-1003
유키노하나,일본식주점,4.4,50,https://place.map.kakao.com/26622718,서울 광진구 아차산로33길 21-5,,02-6085-9512
커피나무 건대입구역점,커피전문점,4.6,41,https://place.map.kakao.com/2239,서울 광진구 동일로22길 117-26,,02-466-1415
대흥양다리바베큐 건대점,중화요리,4.7,59,https://place.map.kakao.com/14663453,서울 광진구 아차산로30길 39 1층,,02-468-6669
복만루 3호점,중화요리,3.8,49,https://place.map.kakao.com/1302545474,서울 광진구 동일로20길 106 2층 202호,,02-498-1685
아웃백스테이크하우스 건대스타시티점,패밀리레스토랑,4.1,152,https://place.map.kakao.com/660900859,서울 광진구 능동로 92 스타시티몰 스타존 2층,"월,화,수,목,일 11:00 ~ 22:30",02-2218-3021
부탄츄 건대점,일본식라면,3.7,68,https://place.map.kakao.com/2124112913,서울 광진구 동일로22길 117-14,영업시간 매일 11:00 ~ 21:00,02-469-3304
훈춘양꼬치,양꼬치,4.6,33,https://place.map.kakao.com/27594064,서울 광진구 아차산로34길 38,매일 11:00 ~ 01:30,02-464-6808
무한양꼬치,양꼬치,3.9,86,https://place.map.kakao.com/1937698930,서울 광진구 아차산로29길 41 2층,매일 12:00 ~ 01:00,
육일관 본점,"육류,고기",3.0,47,https://place.map.kakao.com/1050190897,서울 광진구 아차산로31길 10,매일 15:00 ~ 01:00,02-464-6868
니집안방,한정식,3.8,100,https://place.map.kakao.com/1574808763,서울 광진구 동일로22길 54,매일 11:00 ~ 06:00,02-462-7575
오페뜨 건대점,카페,3.0,122,https://place.map.kakao.com/26869515,서울 광진구 능동로 111 2층,매일 10:00 ~ 23:30,070-4139-3664
오렌지룸 건대점,"호프,요리주점",3.7,20,https://place.map.kakao.com/21324749,서울 광진구 동일로22길 100,매일 17:00 ~ 06:00,02-461-1236
히어로보드게임카페 건대1호점,보드카페,3.5,36,https://place.map.kakao.com/26826876,서울 광진구 아차산로 221 3층,월~목 13:00 ~ 24:00,02-466-1203
북카페세모,북카페,3.0,134,https://place.map.kakao.com/831662985,"서울 광진구 아차산로31길 20 2, 3층",월~금 12:00 ~ 01:00,02-463-0305
역전할머니맥주 건대점,"호프,요리주점",3.5,60,https://place.map.kakao.com/772741012,서울 광진구 아차산로25길 13,매일 15:00 ~ 05:00,02-468-3400
페스타마레 건대점,이탈리안,2.5,507,https://place.map.kakao.com/8114519,서울 광진구 동일로20길 114 2층,매일 11:30 ~ 22:00,02-497-9982
스타벅스 건대입구,커피전문점,4.0,17,https://place.map.kakao.com/11435932,서울 광진구 능동로 107,"12/08(수), 12/09(목), 12/10(금), 12/11(토), 12/12(일), 12/13(월), 12/14(화)",1522-3232
남한강민물매운탕,"매운탕,해물탕",3.6,87,https://place.map.kakao.com/12792556,서울 광진구 동일로 150,매일 11:30 ~ 22:30,02-464-7568
넥스트에디션 건대2호점,테마카페,3.0,239,https://place.map.kakao.com/287949141,"서울 광진구 아차산로 192 별관 2,3층",매일 10:30 ~ 24:00,0507-417-8580
강경수참치,참치회,4.4,17,https://place.map.kakao.com/251280950,서울 광진구 아차산로33길 34 2층,,02-466-8240
뽕사부 건대점,중식,4.2,81,https://place.map.kakao.com/564820030,서울 광진구 아차산로 205,,02-462-1008
오코노미야키식당하나,일식,4.8,114,https://place.map.kakao.com/1441425449,서울 광진구 능동로13길 111 1층,,02-469-8884
천향마라탕 건대점,중화요리,3.8,66,https://place.map.kakao.com/793233949,서울 광진구 아차산로30길 20,,02-2233-1288
미분당 건대점,베트남음식,3.3,35,https://place.map.kakao.com/27487909,서울 광진구 군자로3길 27,,
엘루이피자&펍 건대점,피자,4.0,226,https://place.map.kakao.com/1280863801,서울 광진구 아차산로33길 35,,
카페호이 자양점,커피전문점,3.6,33,https://place.map.kakao.com/27417701,"서울 광진구 동일로20길 80 1,2층",,02-466-8158
은호초밥 건대본점,"초밥,롤",2.5,96,https://place.map.kakao.com/1599244277,서울 광진구 동일로20길 83,,02-463-5753
코후쿠,일본식주점,4.2,68,https://place.map.kakao.com/1706802828,서울 광진구 아차산로29길 24 2층,,010-9679-3840
안동참찜닭 본점,닭요리,4.5,49,https://place.map.kakao.com/27161560,서울 광진구 동일로20길 117,,02-499-3530
봉자마라탕,중식,3.5,68,https://place.map.kakao.com/21312920,서울 광진구 동일로18길 22,,02-499-8889
요비,일본식주점,4.1,64,https://place.map.kakao.com/18834003,서울 광진구 아차산로29길 34,,010-9702-0923
아이오쓰리 성수사거리점,카페,4.0,23,https://place.map.kakao.com/431464251,서울 성동구 성수이로20길 60 1층,,010-4143-8202
메이빌 건대점,이탈리안,4.1,73,https://place.map.kakao.com/15397973,서울 광진구 아차산로29길 7,,02-469-4267
고향양꼬치,양꼬치,2.2,418,https://place.map.kakao.com/86584378,서울 광진구 동일로18길 101 1층,,02-498-3618
포비,일식,3.8,180,https://place.map.kakao.com/1873080066,서울 광진구 동일로26길 57 1층,매일 16:00 ~ 24:00,02-497-8555
사거리식당 건대직영점,닭요리,4.0,83,https://place.map.kakao.com/59717107,서울 광진구 아차산로33길 43,,02-467-3392
설빙 건대직영2호점,디저트카페,2.7,69,https://place.map.kakao.com/25060136,서울 광진구 아차산로 230 1층,매일 10:00 ~ 22:30,02-499-5385
황소곱창 건대본점,"곱창,막창",2.3,92,https://place.map.kakao.com/256523830,서울 광진구 아차산로29길 16,매일 17:00 ~ 02:00,02-467-2270
조씨네고기국수,국수,3.6,88,https://place.map.kakao.com/23931115,서울 광진구 군자로3길 23,영업시간 매일 11:20 ~ 21:00 · 브레이크타임 매일 15:30 ~ 17:00,02-499-9501
진선양대창,"곱창,막창",4.5,242,https://place.map.kakao.com/1560673130,서울 광진구 동일로22길 80-1,,02-462-5855
미친양꼬치,양꼬치,2.3,50,https://place.map.kakao.com/568728629,서울 광진구 아차산로33길 16-4,매일 13:00 ~ 22:00,
경성양육관 건대직영점,양꼬치,4.0,23,https://place.map.kakao.com/397472864,서울 광진구 동일로18길 52,,02-467-6880
매화반점 건대지점,중화요리,1.6,41,https://place.map.kakao.com/1746169235,서울 광진구 동일로18길 96 1층,매일 12:00 ~ 01:00,02-462-1939
마카오도우라오 건대점,중화요리,4.1,232,https://place.map.kakao.com/896541370,서울 광진구 아차산로30길 26 2층,매일 10:30 ~ 22:00,
최원석의돼지한판쭈꾸미 건대1호점,"육류,고기",3.6,115,https://place.map.kakao.com/271230334,서울 광진구 아차산로 199,매일 11:30 ~ 01:00,02-461-1272
해피니스디저트 건대점,디저트카페,4.3,38,https://place.map.kakao.com/693959559,서울 광진구 아차산로30길 31 1층,매일 12:00 ~ 22:00,010-4295-2600
김부삼 건대점,삼겹살,2.9,50,https://place.map.kakao.com/278235079,"서울 광진구 아차산로33길 40-1 1, 2층",매일 15:00 ~ 03:00,02-461-0804
방이샤브샤브칼국수 건대점,샤브샤브,3.3,59,https://place.map.kakao.com/20495977,서울 광진구 동일로20길 100 1층,매일 10:00 ~ 23:30,02-469-6633
바라바라밤,실내포장마차,1.3,78,https://place.map.kakao.com/203307708,서울 광진구 동일로22길 92-2,월~금 18:00 ~ 05:00,
고오기,"육류,고기",3.8,40,https://place.map.kakao.com/755848020,서울 광진구 능동로 68,,02-444-1085
예담밥상,한정식,2.8,16,https://place.map.kakao.com/9314709,서울 광진구 동일로22길 13 1층,,02-469-0072
백미원 건대점,중식,4.3,54,https://place.map.kakao.com/601258619,"서울 광진구 아차산로 224 1층 2,3호",,02-3409-8858
경성양고기꼬치구이,양꼬치,3.8,47,https://place.map.kakao.com/12090586,서울 광진구 동일로18길 53,,02-499-6880
아오스요거트,디저트카페,3.7,151,https://place.map.kakao.com/715860315,서울 광진구 능동로 153 1층,,070-8111-9451
포몬스 건대점,동남아음식,4.4,39,https://place.map.kakao.com/17341936,서울 광진구 아차산로 208 상록빌딩 1층,,02-461-1721
키랩보드게임 룸카페 건대본점,보드카페,4.3,416,https://place.map.kakao.com/1430310181,서울 광진구 아차산로33길 49 지층 키랩 보드게임 룸카페 건대본점,,070-8098-7300
신사소곱창 건대점,"곱창,막창",2.1,120,https://place.map.kakao.com/19756784,서울 광진구 아차산로31길 39,,02-2205-0103
원보양꼬치,양꼬치,4.3,160,https://place.map.kakao.com/27368282,서울 광진구 동일로18길 23,,02-467-7771
1943,"호프,요리주점",2.0,10,https://place.map.kakao.com/1042876421,서울 광진구 동일로22길 81 캠퍼스프라자 2층 204~207호,,
리춘시장 건대점,"호프,요리주점",3.8,78,https://place.map.kakao.com/1985443877,서울 광진구 아차산로33길 44,,02-498-0410
도쿄빙수 건대점,디저트카페,3.7,88,https://place.map.kakao.com/1017964919,서울 광진구 아차산로31길 45 1층,,02-466-2012
밀피,카페,2.7,68,https://place.map.kakao.com/1592555351,"서울 광진구 동일로22길 117-15 1,2층",,
정통집 건대점,"육류,고기",3.0,249,https://place.map.kakao.com/1739926573,서울 광진구 동일로24길 95 1층,,02-469-6432
아웃닭 건대점,치킨,3.3,43,https://place.map.kakao.com/27334492,서울 광진구 동일로22길 51,,02-467-9978
고오기,"육류,고기",3.8,40,https://place.map.kakao.com/755848020,서울 광진구 능동로 68,월~토 16:00 ~ 24:00,02-444-1085
예담밥상,한정식,2.8,16,https://place.map.kakao.com/9314709,서울 광진구 동일로22길 13 1층,매일 10:00 ~ 22:00,02-469-0072
백미원 건대점,중식,4.3,54,https://place.map.kakao.com/601258619,"서울 광진구 아차산로 224 1층 2,3호",매일 00:00 ~ 24:00,02-3409-8858
경성양고기꼬치구이,양꼬치,3.8,47,https://place.map.kakao.com/12090586,서울 광진구 동일로18길 53,매일 11:30 ~ 02:30,02-499-6880
아오스요거트,디저트카페,3.7,151,https://place.map.kakao.com/715860315,서울 광진구 능동로 153 1층,영업시간 월~금 09:00 ~ 21:00,070-8111-9451
포몬스 건대점,동남아음식,4.4,39,https://place.map.kakao.com/17341936,서울 광진구 아차산로 208 상록빌딩 1층,매일 00:00 ~ 24:00,02-461-1721
키랩보드게임 룸카페 건대본점,보드카페,4.3,416,https://place.map.kakao.com/1430310181,서울 광진구 아차산로33길 49 지층 키랩 보드게임 룸카페 건대본점,월~목 13:00 ~ 24:00,070-8098-7300
신사소곱창 건대점,"곱창,막창",2.1,120,https://place.map.kakao.com/19756784,서울 광진구 아차산로31길 39,월~토 17:00 ~ 01:00,02-2205-0103
원보양꼬치,양꼬치,4.3,160,https://place.map.kakao.com/27368282,서울 광진구 동일로18길 23,매일 14:00 ~ 03:00,02-467-7771
1943,"호프,요리주점",2.0,10,https://place.map.kakao.com/1042876421,서울 광진구 동일로22길 81 캠퍼스프라자 2층 204~207호,매일 17:00 ~ 05:00,
리춘시장 건대점,"호프,요리주점",3.8,78,https://place.map.kakao.com/1985443877,서울 광진구 아차산로33길 44,매일 18:00 ~ 02:00,02-498-0410
도쿄빙수 건대점,디저트카페,3.7,88,https://place.map.kakao.com/1017964919,서울 광진구 아차산로31길 45 1층,매일 12:00 ~ 22:00,02-466-2012
밀피,카페,2.7,68,https://place.map.kakao.com/1592555351,"서울 광진구 동일로22길 117-15 1,2층",매일 11:30 ~ 23:00,
정통집 건대점,"육류,고기",3.0,249,https://place.map.kakao.com/1739926573,서울 광진구 동일로24길 95 1층,매일 15:00 ~ 22:00,02-469-6432
아웃닭 건대점,치킨,3.3,43,https://place.map.kakao.com/27334492,서울 광진구 동일로22길 51,매일 16:00 ~ 02:00,02-467-9978
CAFE22,카페,4.2,97,https://place.map.kakao.com/22757496,서울 광진구 아차산로31길 54 2층,,02-3482-1448
김덕후의곱창조 건대점,"곱창,막창",2.8,48,https://place.map.kakao.com/26596556,서울 광진구 아차산로33길 21-4,,02-499-1540
중경식객,중식,1.9,100,https://place.map.kakao.com/1419567762,서울 광진구 동일로20길 109,,02-463-7789
시옌 건대점,중화요리,4.4,47,https://place.map.kakao.com/7971958,서울 광진구 능동로 137-8,,02-498-2280
골목에골목,떡볶이,3.8,31,https://place.map.kakao.com/25497394,서울 광진구 아차산로33길 51-4 2층,,02-468-9166
가마로,"육류,고기",3.8,46,https://place.map.kakao.com/10116384,서울 광진구 동일로22길 100 1층,,02-464-2202
972바,칵테일바,2.7,89,https://place.map.kakao.com/18835813,서울 광진구 아차산로31길 7 지하1층,,02-6338-9720
심마니,"호프,요리주점",3.6,30,https://place.map.kakao.com/7976132,서울 광진구 아차산로31길 20-4,,02-469-1113
노브랜드버거 건대입구점,패스트푸드,3.3,86,https://place.map.kakao.com/1971026270,서울 광진구 아차산로 225 단산화양빌딩 1층,,02-461-9332
이대팔 건대점,냉면,3.3,10,https://place.map.kakao.com/17547942,서울 광진구 아차산로 238,,02-499-0458
대구안지랑곱창막창 건대점,"곱창,막창",3.3,93,https://place.map.kakao.com/17748097,서울 광진구 동일로24길 82 1층,,02-468-9958
경복궁불고기 건대점,"불고기,두루치기",1.8,41,https://place.map.kakao.com/1796240857,서울 광진구 능동로 90 더 클래식500 1층 B101-1호,,02-3437-9933
테이스티마켓 건대점,샤브샤브,2.7,116,https://place.map.kakao.com/27307788,서울 광진구 아차산로 241 연한빌딩 3층,,02-461-8845
쭈꾸미킹,"해물,생선",2.5,108,https://place.map.kakao.com/26797281,서울 광진구 능동로13길 39 한아름쇼핑센타 1층,,02-462-7191
후토,일본식주점,4.8,36,https://place.map.kakao.com/1773072813,서울 광진구 동일로24길 98 2층,,02-465-8590
복만루 건대점,중화요리,2.7,148,https://place.map.kakao.com/14820010,서울 광진구 동일로18길 43 1층,,02-467-9645
건대스시,"초밥,롤",3.9,29,https://place.map.kakao.com/27549341,서울 광진구 능동로13길 19 2층,,02-467-8237
송화산시도삭면 본점,중식,3.9,43,https://place.map.kakao.com/1467670437,서울 광진구 뚝섬로27길 48,,02-6052-7826
오스테리아쟌니,이탈리안,4.1,48,https://place.map.kakao.com/1773307975,서울 성동구 연무장길 109,,
건대우동집,"돈까스,우동",4.6,62,https://place.map.kakao.com/1212542049,서울 광진구 아차산로 201 1층,,02-465-0417
우성식당,기사식당,2.4,33,https://place.map.kakao.com/16905634,서울 광진구 자양번영로 60,,02-453-4636
늘푸른목장 건대점,"육류,고기",5.0,36,https://place.map.kakao.com/1634074644,서울 광진구 동일로18길 104 1층,,02-468-2055
개미집,한정식,1.9,13,https://place.map.kakao.com/1162050274,서울 광진구 아차산로29길 18,,02-469-4515
솔버 건대1호점,테마카페,5.0,38,https://place.map.kakao.com/1103038059,서울 광진구 아차산로 201 지하1층,,02-498-3737
해룡마라룽샤,중화요리,2.5,170,https://place.map.kakao.com/27161172,서울 광진구 동일로18길 36 1층,,02-462-4009
앨리스룸카페,테마카페,1.7,39,https://place.map.kakao.com/1964974873,서울 광진구 동일로22길 107 3층,,
춘천집,닭요리,1.4,30,https://place.map.kakao.com/13580010,서울 광진구 아차산로33길 7,,02-464-9659
허씨정통중경마라쌍궈 3호점,중화요리,4.0,180,https://place.map.kakao.com/1105805040,서울 광진구 아차산로30길 17 1층,,
버거킹 건대입구역점,패스트푸드,2.5,13,https://place.map.kakao.com/1801694269,서울 광진구 아차산로 229 1층,,070-7462-6823
엘루이비스트로,칵테일바,4.0,98,https://place.map.kakao.com/1982444702,서울 광진구 아차산로33길 35,,02-463-1365
성수다락,양식,3.6,605,https://place.map.kakao.com/2092039626,"서울 성동구 뚝섬로9길 20 2,3층",,02-467-9197
플라이팬커피,커피전문점,4.2,34,https://place.map.kakao.com/606933069,서울 광진구 능동로3길 14,,
건국수제돈까스,"돈까스,우동",3.4,28,https://place.map.kakao.com/21324608,서울 광진구 아차산로29길 51,,02-499-1005
안주나라,"호프,요리주점",4.3,15,https://place.map.kakao.com/16417730,서울 광진구 동일로18길 23,,02-466-2702
단골손님 건대점,"호프,요리주점",2.6,34,https://place.map.kakao.com/730851556,서울 광진구 아차산로33길 34,,02-466-3389
도단집,삼겹살,3.4,52,https://place.map.kakao.com/641459574,서울 광진구 동일로24길 60,,02-461-3461
포차끝판왕 건대직영점,실내포장마차,1.1,2,https://place.map.kakao.com/1121039319,서울 광진구 동일로22길 81 캠퍼스프라자 2층,,
스시오 건대점,"초밥,롤",1.7,655,https://place.map.kakao.com/18542711,서울 광진구 능동로 141,,02-463-5955
용용선생 건대점,중화요리,3.7,59,https://place.map.kakao.com/1676926090,서울 광진구 아차산로33길 25 1층,,02-6448-5269
최신족발 건대직영점,"족발,보쌈",3.6,52,https://place.map.kakao.com/19409834,서울 광진구 아차산로29길 63 1층,,02-466-3988
잠수교집 성수점,삼겹살,3.4,175,https://place.map.kakao.com/475641876,서울 성동구 아차산로 137 1층,,02-465-0434
수퍼슬라이더스,햄버거,4.7,75,https://place.map.kakao.com/1093085311,서울 광진구 능동로13길 50 1층 1호,,02-6397-7186
케익다방,디저트카페,3.8,54,https://place.map.kakao.com/1661864440,서울 광진구 동일로20길 83 2층,,02-468-0607
투썸플레이스 건대입구,커피전문점,1.6,14,https://place.map.kakao.com/12118821,"서울 광진구 능동로13길 5 1,2층",,02-461-2234
이자와 건대점,일식,3.0,13,https://place.map.kakao.com/2127196380,서울 광진구 동일로20길 65,,02-2205-3233
성수다락,양식,3.6,605,https://place.map.kakao.com/2092039626,"서울 성동구 뚝섬로9길 20 2,3층",매일 11:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 16:30,02-467-9197
플라이팬커피,커피전문점,4.2,34,https://place.map.kakao.com/606933069,서울 광진구 능동로3길 14,매일 08:00 ~ 23:00,
건국수제돈까스,"돈까스,우동",3.4,28,https://place.map.kakao.com/21324608,서울 광진구 아차산로29길 51,,02-499-1005
안주나라,"호프,요리주점",4.3,15,https://place.map.kakao.com/16417730,서울 광진구 동일로18길 23,매일 17:00 ~ 04:30,02-466-2702
단골손님 건대점,"호프,요리주점",2.6,34,https://place.map.kakao.com/730851556,서울 광진구 아차산로33길 34,매일 15:00 ~ 05:00,02-466-3389
도단집,삼겹살,3.4,52,https://place.map.kakao.com/641459574,서울 광진구 동일로24길 60,매일 17:00 ~ 02:00,02-461-3461
포차끝판왕 건대직영점,실내포장마차,1.1,2,https://place.map.kakao.com/1121039319,서울 광진구 동일로22길 81 캠퍼스프라자 2층,월~금 16:30 ~ 06:00,
스시오 건대점,"초밥,롤",1.7,655,https://place.map.kakao.com/18542711,서울 광진구 능동로 141,매일 11:00 ~ 22:00,02-463-5955
용용선생 건대점,중화요리,3.7,59,https://place.map.kakao.com/1676926090,서울 광진구 아차산로33길 25 1층,매일 16:30 ~ 05:00,02-6448-5269
최신족발 건대직영점,"족발,보쌈",3.6,52,https://place.map.kakao.com/19409834,서울 광진구 아차산로29길 63 1층,월~금 14:00 ~ 02:00,02-466-3988
잠수교집 성수점,삼겹살,3.4,175,https://place.map.kakao.com/475641876,서울 성동구 아차산로 137 1층,매일 11:30 ~ 23:00,02-465-0434
수퍼슬라이더스,햄버거,4.7,75,https://place.map.kakao.com/1093085311,서울 광진구 능동로13길 50 1층 1호,기간 2021년 12월 5일 ~ 2021년 12월 19일,02-6397-7186
케익다방,디저트카페,3.8,54,https://place.map.kakao.com/1661864440,서울 광진구 동일로20길 83 2층,영업시간 화~토 13:00 ~ 21:00,02-468-0607
투썸플레이스 건대입구,커피전문점,1.6,14,https://place.map.kakao.com/12118821,"서울 광진구 능동로13길 5 1,2층","월,화,수,목,일 08:00 ~ 01:00",02-461-2234
이자와 건대점,일식,3.0,13,https://place.map.kakao.com/2127196380,서울 광진구 동일로20길 65,,02-2205-3233
애슐리퀸즈 건대스타시티점 (임시휴업),패밀리레스토랑,1.5,110,https://place.map.kakao.com/18051950,서울 광진구 능동로 110 스타시티 영존빌딩 B동 4층,,
탐앤탐스 탐스커버리 건대점,커피전문점,1.3,20,https://place.map.kakao.com/21571731,서울 광진구 아차산로 236 1~3층,,02-465-4565
잇타이,태국음식,4.1,51,https://place.map.kakao.com/530462393,서울 광진구 동일로20길 105 2층,,02-6212-1319
엑스케이프,테마카페,1.5,24,https://place.map.kakao.com/27354377,서울 광진구 동일로 112,,02-463-9366
화양양꼬치,양꼬치,4.8,24,https://place.map.kakao.com/19667607,서울 광진구 아차산로29길 44,,02-461-5889
선남씨,"초밥,롤",3.5,19,https://place.map.kakao.com/746008710,서울 광진구 자양번영로 62 예닮빌딩 1층,,02-456-8195
어니언,디저트카페,3.4,355,https://place.map.kakao.com/145791269,서울 성동구 아차산로9길 8,,070-4353-3238
오봉집 건대점,한식,0.0,0,https://place.map.kakao.com/1522604648,"서울 광진구 능동로 68 이튼타워리버1차 1층 112,113호",,02-447-3535
호야초밥참치 2호점,"초밥,롤",1.9,94,https://place.map.kakao.com/1247211008,서울 광진구 능동로13길 30 1층,,02-497-3739
꼴목포차,실내포장마차,4.2,18,https://place.map.kakao.com/19678203,서울 광진구 아차산로25길 20,,02-485-0885
청도양꼬치 2호점,양꼬치,5.0,148,https://place.map.kakao.com/1316797923,서울 광진구 동일로18길 69,,
더메이즈 건대점,테마카페,4.9,109,https://place.map.kakao.com/138006966,서울 광진구 아차산로26길 13 지하1층,,02-464-2577
소래포구,회,1.3,14,https://place.map.kakao.com/1340224173,서울 광진구 동일로22길 82,,02-468-7052
화양시장할머니순대국,순대,3.0,24,https://place.map.kakao.com/12807556,서울 광진구 아차산로 293,,02-457-3989
스타벅스 건국클래식,커피전문점,3.5,6,https://place.map.kakao.com/17884752,"서울 광진구 능동로 90 더클래식500 1층 C102,103호",,1522-3232
애슐리퀸즈 건대스타시티점 (임시휴업),패밀리레스토랑,1.5,110,https://place.map.kakao.com/18051950,서울 광진구 능동로 110 스타시티 영존빌딩 B동 4층,영업시간 매일 11:30 ~ 21:00,
탐앤탐스 탐스커버리 건대점,커피전문점,1.3,20,https://place.map.kakao.com/21571731,서울 광진구 아차산로 236 1~3층,매일 07:00 ~ 22:00,02-465-4565
잇타이,태국음식,4.1,51,https://place.map.kakao.com/530462393,서울 광진구 동일로20길 105 2층,매일 11:00 ~ 22:00,02-6212-1319
엑스케이프,테마카페,1.5,24,https://place.map.kakao.com/27354377,서울 광진구 동일로 112,매일 10:00 ~ 24:00,02-463-9366
화양양꼬치,양꼬치,4.8,24,https://place.map.kakao.com/19667607,서울 광진구 아차산로29길 44,매일 15:00 ~ 03:00,02-461-5889
선남씨,"초밥,롤",3.5,19,https://place.map.kakao.com/746008710,서울 광진구 자양번영로 62 예닮빌딩 1층,월~금 11:30 ~ 22:30 · 브레이크타임 월~금 15:00 ~ 17:00,02-456-8195
어니언,디저트카페,3.4,355,https://place.map.kakao.com/145791269,서울 성동구 아차산로9길 8,월~금 08:00 ~ 22:00,070-4353-3238
